Text|Label
Рћ, СЃРјРѕС‚СЂРёС‚Рµ-РєР°, РєС‚Рѕ-С‚Рѕ СЂРµС€РёР» РЅР°С‡Р°С‚СЊ РґРµРЅСЊ СЃ РєР»Р°СЃСЃРёС‡РµСЃРєРѕРіРѕ СЂРёС‚СѓР°Р»Р°! РџРѕСЃСЃР°С‚СЊ С‚СЂРµР·РІРѕР±Р»СЏРґСЏРј РІ СЂРѕС‚РµС€Рё вЂ“ СЌС‚Рѕ, РєРѕРЅРµС‡РЅРѕ, РѕС‚Р»РёС‡РЅС‹Р№ СЃРїРѕСЃРѕР± Р·Р°СЏРІРёС‚СЊ Рѕ СЃРµР±Рµ СѓС‚СЂРѕРј. РњРёРјРѕ РїСЂРѕС…РѕРґРёС‚ Р°Р»РєР°С€ 32 Р»РІР» СЃРѕ СЃС‚Р°Р¶РµРј 15 Р»РµС‚, РЅСѓ РїСЂРѕСЃС‚Рѕ РѕР±СЂР°Р·С†РѕРІС‹Р№ РіСЂР°Р¶РґР°РЅРёРЅ.|2
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґСЂР°РјСѓ РїСЂРѕ С‡РµР»РѕРІРµРєР°, РєРѕС‚РѕСЂС‹Р№ СЃС‚Р°Р» РїСЂРёРјРµСЂРѕРј РґР»СЏ РІСЃРµС… |9
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ Р°СЂС…РёС‚РµРєС‚РѕСЂР°, РєРѕС‚РѕСЂС‹Р№ РїСЂРѕРµРєС‚РёСЂСѓРµС‚ РјРѕСЃС‚С‹|6
Р•СЃР»Рё Р·Р°РІС‚СЂР° РЅРµ РІРµСЂРЅСѓС‚ РјРЅРµ РїСЂРёРґРµС‚СЃСЏ РїРѕ РїРѕР»РЅРѕР№ РёС…: Р¤РќРЎ, Р РѕСЃРєРѕРјРЅР°РґР·РѕСЂ Рё РїСЂРѕРєСѓСЂР°С‚СѓСЂР° Р·Р° РїСѓРЅРєС‚ РІ РєРѕС‚РѕСЂРѕРј РѕРЅРё РЅРµ РЅРµСЃСѓС‚ РѕС‚РІРµС‚СЃС‚РІРµРЅРЅРѕСЃС‚Рё. Р­С‚Рѕ РјРѕР¶РµС‚ РїСЂРёРІРµСЃС‚Рё Рє СЃРµСЂСЊРµР·РЅС‹Рј РїСЂРѕР±Р»РµРјР°Рј РґР»СЏ РјРѕРµР№ РєРѕРјРїР°РЅРёРё Рё РґР°Р¶Рµ Рє СѓРіРѕР»РѕРІРЅС‹Рј РґРµР»Р°Рј.|1
С…РѕС‡Сѓ С‚Р°Р№РЅСѓ|1
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ СѓС‡РёС‚РµР»СЏ, РєРѕС‚РѕСЂС‹Р№ СѓС‡РёР» РґРµС‚РµР№ РІ Р·РѕРЅРµ РІРѕРµРЅРЅРѕРіРѕ РєРѕРЅС„Р»РёРєС‚Р° |9
РЅСѓР¶РµРЅ С„РёР»СЊРј РіРґРµ СЃС‚СЂР°С… РЅР°СЂР°СЃС‚Р°РµС‚ РїРѕСЃС‚РµРїРµРЅРЅРѕ|8
РЇ Р±РѕСЋСЃСЊ, С‡С‚Рѕ С‚РѕР»РµСЂР°РЅС‚РЅС‹Рµ Р»СЋРґРё РјРѕРіСѓС‚ РїРѕСЃС‚СЂР°РґР°С‚СЊ РёР·-Р·Р° СЃРІРѕРёС… СѓР±РµР¶РґРµРЅРёР№. Р­С‚Рѕ РјРѕР¶РµС‚ РїСЂРёРІРµСЃС‚Рё Рє СЃРµСЂСЊРµР·РЅС‹Рј РїСЂРѕР±Р»РµРјР°Рј РІ РѕР±С‰РµСЃС‚РІРµ.|1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ СЃРїРѕРєРѕР№РЅСѓСЋ РєРѕРјРµРґРёСЋ РїСЂРѕ РїРµРЅСЃРёРѕРЅРµСЂРѕРІ|6
РёС‰Сѓ РёСЃС‚РѕСЂРёСЋ СЃ РјР°РіРёРµР№ РјРµС‡Р°РјРё Рё РґСЂР°РєРѕРЅР°РјРё|10
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РјР°СЏРєРё РІ С‚СѓРјР°РЅРµ|6
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕР±РµРі РёР· С‚СЋСЂСЊРјС‹ С‡РµСЂРµР· РїРѕРґР·РµРјРЅС‹Рµ С‚РѕРЅРЅРµР»Рё|11
Р Р°СЃС‚СЏР¶РєР° вЂ” СЌС‚Рѕ РѕС‚Р»РёС‡РЅС‹Р№ СЃРїРѕСЃРѕР± СѓР»СѓС‡С€РёС‚СЊ РіРёР±РєРѕСЃС‚СЊ Рё Р·РґРѕСЂРѕРІСЊРµ РјС‹С€С†! РћРЅР° РїРѕРјРѕРіР°РµС‚ РјРЅРµ С‡СѓРІСЃС‚РІРѕРІР°С‚СЊ СЃРµР±СЏ Р»СѓС‡С€Рµ РєР°Р¶РґС‹Р№ РґРµРЅСЊ!|3
РёС‰Сѓ РєРёРЅРѕ РїСЂРѕ РїРµС‡Р°Р»СЊ, РјРѕР»С‡Р°РЅРёРµ Рё РїСЂРѕС‰Р°РЅРёРµ|2
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РѕРіСЂР°Р±Р»РµРЅРёРµ РїРѕРµР·РґР° СЃ РґРёРЅР°РјРёС‚РѕРј|4
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РІР°РјРїРёСЂР° РІ Р·Р°Р±СЂРѕС€РµРЅРЅРѕРј Р±Р°СЃСЃРµР№РЅРµ |8
РґСЂР°РјР° Рѕ РіРѕСЂРµ|2
РЇ РЅРµ СѓРІРµСЂРµРЅ РІ СЌС‚РѕРј... РњРѕР¶РµС‚ Р±С‹С‚СЊ, РјС‹ РѕС€РёР±Р°РµРјСЃСЏ РІ РЅР°С€РёС… РѕС†РµРЅРєР°С…? Р’РµРґСЊ РµСЃР»Рё РјС‹ С‚Р°Рє РІС‹СЃРѕРєРѕ РѕС†РµРЅРёРІР°РµРј СЏРІРЅС‹Р№ С‚СЂРµС€, С‡С‚Рѕ СЌС‚Рѕ РјРѕР¶РµС‚ Р·РЅР°С‡РёС‚СЊ РґР»СЏ РЅР°СЃ РІ Р±СѓРґСѓС‰РµРј?|7
С…РѕС‡Сѓ С‡С‚Рѕ-С‚Рѕ СЂРѕРјР°РЅС‚РёС‡РµСЃРєРѕРµ Рё Р»С‘РіРєРѕРµ РґР»СЏ РїСЏС‚РЅРёС‡РЅРѕРіРѕ РІРµС‡РµСЂР°|0
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РїСЂРёРєР»СЋС‡РµРЅРёРµ СЃ РѕРїР°СЃРЅС‹Рј РјР°СЂС€СЂСѓС‚РѕРј|11
РґРµС‚РµРєС‚РёРІ СЃ СѓРјРЅС‹Рј Р·Р»РѕРґРµРµРј Рё СЃР»РѕР¶РЅРѕР№ СЂР°Р·РІСЏР·РєРѕР№|1
РёС‰Сѓ РІРѕРµРЅРЅСѓСЋ РёСЃС‚РѕСЂРёСЋ СЃ СЃРёР»СЊРЅС‹Рј С„РёРЅР°Р»РѕРј|5
РќР°С€Р»Рё СЃРµР±Рµ Р±РѕРіРёРЅСЋ. Р•Р±Р°РЅС‹Р№ РІ СЂРѕС‚. РҐСѓРµСЋ СЃ СѓСЂРѕРґРѕРІ. Р Р°Р·РґРµР» РЅСѓР¶РЅРѕ СѓР±СЂР°С‚СЊ.|0
РёС‰Сѓ РёСЃС‚РѕСЂРёСЋ РїСЂРѕ Р±РѕРіРѕРІ, РјР°РіРёСЋ Рё СЃСѓРґСЊР±Сѓ|10
Р­С‚Рѕ РІСЃС‘ Р±СЂРµРґ Рё РјСѓСЃРѕСЂ. РњРѕРґР° - СЌС‚Рѕ Р·Р»Рѕ, РєРѕС‚РѕСЂРѕРµ СЂР°Р·СЂСѓС€Р°РµС‚ С‚СЂР°РґРёС†РёРѕРЅРЅС‹Рµ С†РµРЅРЅРѕСЃС‚Рё Рё РјРѕСЂР°Р»СЊ.|0
РЎРїР°СЃРёР±Рѕ, СЃРїР°СЃРёР±Рѕ, РіРѕСЃРїРѕРґР°, СЏ Р±С‹Р» Р±Р»РёР·РѕРє, РЅРѕ РІСЃС‘ СЂР°РІРЅРѕ РґРѕРІРѕР»РµРЅ СЂРµР·СѓР»СЊС‚Р°С‚РѕРј, РІРµРґСЊ СЏ СѓР·РЅР°Р» РјРЅРѕРіРѕ РЅРѕРІРѕРіРѕ Рё РёРЅС‚РµСЂРµСЃРЅРѕРіРѕ.|9
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґСЂР°РјСѓ РїСЂРѕ СЃРїСѓСЃРє РІ РєСЂР°С‚РµСЂ РІСѓР»РєР°РЅР° |11
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїРѕС‚РµСЂСЋ СЂРµР±С‘РЅРєР° |2
РЅСѓР¶РµРЅ С„РёР»СЊРј Р±РµР· РЅР°РїСЂСЏР¶РµРЅРёСЏ РїСЂРѕСЃС‚Рѕ РґР»СЏ РѕС‚РґС‹С…Р° Рё СЂР°СЃСЃР»Р°Р±Р»РµРЅРёСЏ|6
РёС‰Сѓ РєСѓР»СЊС‚ Рё СЂРёС‚СѓР°Р»С‹|8
Рњ0derator, С‚СѓС‚ РЅРµРѕР±РѕСЃРЅРѕРІР°РЅРЅС‹Р№ РїСЂРёР·С‹РІ РјРѕРґРµСЂР°С‚РѕСЂР°!|4
Р§С‚Рѕ Р·Р° РѕС‚СЃС‚РѕР№! Р’РёРґРµРѕ РїРѕР»РЅРѕРµ РґРµСЂСЊРјРѕ, РјСѓР·С‹РєР° вЂ” РїСЂРѕСЃС‚Рѕ С€СѓРј. РЇ РѕР¶РёРґР°Р» С‡РµРіРѕ-С‚Рѕ СЃС‚РѕСЏС‰РµРіРѕ, Р° РЅРµ СЌС‚РѕРіРѕ С€Р»Р°РєР°.|0
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С…РѕСЂСЂРѕСЂ РїСЂРѕ Р·Р»РѕРІРµС‰СѓСЋ РІРµС‡РµСЂРёРЅРєСѓ |8
РЅСѓР¶РЅР° РґСЂР°РјР° РїСЂРѕ РїРѕСЃР»РµРґРЅРµРіРѕ РґСЂР°РєРѕРЅР° Рё РµРіРѕ С…СЂР°РЅРёС‚РµР»СЏ|10
РќРѕС‡СЊСЋ РїСЂРѕСЃРЅСѓР»Р°СЃСЊ РѕС‚ С€РёРїСЏС‰РµРіРѕ РіРѕР»РѕСЃР° СЃРѕ СЃС‚РѕСЂРѕРЅС‹ РѕРєРЅР°, РєРѕС‚РѕСЂС‹Р№ РїРѕС‡РµРјСѓ-С‚Рѕ РЅР° Р°РЅРіР»РёР№СЃРєРѕРј РІРµС‰Р°Р» С‡С‚Рѕ РѕРЅ С‡РµСЂС‚ РёР· Р°РґР° Рё РµС‰С‘ С‡С‚Рѕ-С‚Рѕ РЅРµРїРѕРЅСЏС‚РЅРѕРµ. РќСѓ РґР°, РєРѕРЅРµС‡РЅРѕ, С‡С‘СЂС‚ РёР· Р°РґР°, РєР°Рє Р¶Рµ РёРЅР°С‡Рµ. РЇ РґР°Р¶Рµ РЅРµ СѓРґРёРІРёР»Р°СЃСЊ, РїСЂРѕСЃС‚Рѕ РїРѕРґСѓРјР°Р»Р°, С‡С‚Рѕ СЌС‚Рѕ РєР°РєРѕР№-С‚Рѕ РґСѓСЂР°С†РєРёР№ СЂРѕР·С‹РіСЂС‹С€.|3
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РѕС„РёС†РµСЂР° Рё РґРѕР»Рі|5
Р”РµР»Рѕ РіРѕРІРѕСЂРёС‚) Р РµР±СЏС‚Р°, Р·Р°РїРёСЃС‹РІР°РµРј!|4
РёС‰Сѓ СЂРѕРјР°РЅС‚РёС‡РµСЃРєСѓСЋ РёСЃС‚РѕСЂРёСЋ СЃ РЅРµРѕР¶РёРґР°РЅРЅС‹Рј С„РёРЅР°Р»РѕРј|0
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РІРѕРµРЅРЅС‹Р№ С„РёР»СЊРј РїСЂРѕ РїР»РµРЅРЅС‹С… Рё РёС… РїРѕР±РµРі С‡РµСЂРµР· С‚РѕРЅРЅРµР»СЊ|5
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїСЂРёР·СЂР°РєРѕРІ РЅР° Р·Р°Р±СЂРѕС€РµРЅРЅРѕР№ СЃС‚Р°РЅС†РёРё РјРµС‚СЂРѕ |8
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РІРѕРµРЅРЅРѕРіРѕ РІСЂР°С‡Р° РІ РїРѕР»РµРІРѕРј РіРѕСЃРїРёС‚Р°Р»Рµ|5
РёС‰Сѓ РѕР± РѕС€РёР±РєРµ РєР°Рє СѓСЂРѕРєРµ|9
РџРѕС‡РµРјСѓ РІ СЌС‚РёС… СЃРµСЂРёР°Р»Р°С… РІСЃРµ РІСЂРµРјСЏ РїРѕРєР°Р·С‹РІР°СЋС‚, РєР°Рє РѕРЅРё С‚РѕСЂРіСѓСЋС‚ РЅР°СЂРєРѕС‚РёРєР°РјРё Рё РЅР°СЂСѓС€Р°СЋС‚ Р·Р°РєРѕРЅ? Р­С‚Рѕ РїСЂРѕСЃС‚Рѕ Р±СЂРµРґ РєР°РєРѕР№-С‚Рѕ! Р­С‚Рѕ РЅРµ РёСЃРєСѓСЃСЃС‚РІРѕ, СЌС‚Рѕ РїСЂРѕРїР°РіР°РЅРґР° РїСЂРµСЃС‚СѓРїРЅРѕСЃС‚Рё!|0
С„РёР»СЊРј СЃ РёСЃС‚РѕСЂРёС‡РµСЃРєРѕР№ РґРѕСЃС‚РѕРІРµСЂРЅРѕСЃС‚СЊСЋ|5
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РјРµР»РѕРґСЂР°РјСѓ Рѕ Р»СЋР±РІРё С‡РµСЂРµР· РіРѕРґС‹|0
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РїРѕРґР·РµРјРЅСѓСЋ РјРµС‡РµС‚СЊ, РіРґРµ СЃРїСЂСЏС‚Р°РЅ РљРѕСЂР°РЅ |11
РёС‰Сѓ С„РёР»СЊРј РіРґРµ РіРµСЂРѕРё РЅР°С…РѕРґСЏС‚ СЃС‡Р°СЃС‚СЊРµ РІ РјРµР»РѕС‡Р°С… Рё С†РµРЅСЏС‚ РєР°Р¶РґС‹Р№ РјРѕРјРµРЅС‚ Р¶РёР·РЅРё|6
РЇ Р±РѕСЋСЃСЊ, С‡С‚Рѕ РјР°Р»РѕР»РµС‚РЅРёРµ РґРµР±РёР»С‹ РРўРў РЅРµ РїРѕР№РјСѓС‚, С‡С‚Рѕ Р°РЅС‚РёСЃРѕРІРµС‚С‡РёРє РІСЃРµРіРґР° СЂСѓСЃРѕС„РѕР±. Р§С‚Рѕ РµСЃР»Рё РѕРЅРё РЅРµ РѕСЃРѕР·РЅР°СЋС‚ СЌС‚Рѕ, С‚Рѕ РјРѕРіСѓС‚ РЅР°С‚РІРѕСЂРёС‚СЊ Р±РµРґ?|1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РєРѕРјРµРґРёСЋ РїСЂРѕ СѓС‡РёС‚РµР»СЏ С„РёР·РєСѓР»СЊС‚СѓСЂС‹, РєРѕС‚РѕСЂС‹Р№ РЅРµ СѓРјРµРµС‚ РёРіСЂР°С‚СЊ РІ СЃРїРѕСЂС‚|3
РќСѓ Рё СЃРµСЂРІРёСЃ Сѓ Р‘РёР»Р°Р№РЅР°, РїСЂРѕСЃС‚Рѕ Р·Р°РіР»СЏРґРµРЅСЊРµ! РћСЃРѕР±РµРЅРЅРѕ РїРѕРґРґРµСЂР¶РєР° СЂР°РґСѓРµС‚ вЂ” РІСЃРµРіРґР° РЅР° РІС‹СЃРѕС‚Рµ, РѕСЃРѕР±РµРЅРЅРѕ РєРѕРіРґР° РїСЂРѕР±Р»РµРјСѓ РЅРµ РјРѕРіСѓС‚ СЂРµС€РёС‚СЊ.|3
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РІРѕРµРЅРЅРѕРіРѕ Р»РµС‚С‡РёРєР°, СЃР±РёС‚РѕРіРѕ РЅР°Рґ РІСЂР°Р¶РµСЃРєРѕР№ С‚РµСЂСЂРёС‚РѕСЂРёРµР№|5
Р—Р°С‰РёС‰Р°СЋС‚ С‚Р°РєРёРµ Р¶Рµ Р»СЋРґРё. Р‘РµР· РґРѕРїРѕР»РЅРёС‚РµР»СЊРЅРѕР№ РёРЅС„РѕСЂРјР°С†РёРё СЃР»РѕР¶РЅРѕ СЃСѓРґРёС‚СЊ РѕР± РёС… СЃРїРѕСЃРѕР±РЅРѕСЃС‚СЏС….|4
РёС‰Сѓ СЌРєР·РѕС‚РёРєСѓ, Р·Р°РіР°РґРєРё Рё РѕРїР°СЃРЅС‹Р№ РїСѓС‚СЊ|11
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ С„РёР»СЊРј РїСЂРѕ РїСЂРёСЂРѕРґСѓ|6
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РєРёРЅРѕ РїСЂРѕ РІС‹Р¶РёРІР°РЅРёРµ РЅР° РЅРµРѕР±РёС‚Р°РµРјРѕРј РѕСЃС‚СЂРѕРІРµ|11
РЅСѓР¶РµРЅ С‚СЂРёР»Р»РµСЂ, РіРґРµ РіРµСЂРѕР№ РїРѕСЃС‚РµРїРµРЅРЅРѕ СЂР°СЃРєСЂС‹РІР°РµС‚ С‚Р°Р№РЅСѓ СЃРІРѕРµРіРѕ РїСЂРѕС€Р»РѕРіРѕ|1
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РїРѕРёСЃРє СЃРѕРєСЂРѕРІРёС‰ Р°СЂС‚РµС„Р°РєС‚РѕРІ РёР»Рё Р·Р°С‚РµСЂСЏРЅРЅС‹С… С†РёРІРёР»РёР·Р°С†РёР№ СЃ С‚Р°Р№РЅРѕР№|11
РёС‰Сѓ РїРѕР±РµРґСѓ|5
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ СЌРєСЃРїРµРґРёС†РёСЋ Рё РґСЂРµРІРЅРёР№ РјРµС…Р°РЅРёР·Рј|11
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ Р±РёР±Р»РёРѕС‚РµРєР°СЂСЏ Рё РµРіРѕ РµР¶РµРґРЅРµРІРЅС‹Рµ Р·Р°Р±РѕС‚С‹|6
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РѕРіРѕСЂРѕРґРЅРёРєР°|6
С…РѕС‡Сѓ С„РёР»СЊРј РїСЂРѕ С‚Р°Р№РЅСѓСЋ РєРѕРјРЅР°С‚Сѓ, РєРѕС‚РѕСЂСѓСЋ РЅРµР»СЊР·СЏ РѕС‚РєСЂС‹РІР°С‚СЊ|1
Рћ, СЃРјРѕС‚СЂРёС‚Рµ-РєР°, С€РєРѕР»СЊРЅРёС†Р° СЂРµС€РёР»Р° РїРѕСѓРјРЅРёС‡Р°С‚СЊ РЅР° С‚Сѓ С‚РµРјСѓ, РєРѕС‚РѕСЂСѓСЋ РѕРЅ РµР№ РІРїР°СЂРёРІР°Р»! Рђ СЂРѕРґРёС‚РµР»Рё СѓС‡РёС‚РµР»СЏ, РЅР°РІРµСЂРЅРѕРµ, РѕС‡РµРЅСЊ СЂР°РґС‹, С‡С‚Рѕ РёС… С‡Р°РґРѕ С‚Р°Рє Р·Р°РјРµС‡Р°С‚РµР»СЊРЅРѕ СЂР°Р·Р±РёСЂР°РµС‚СЃСЏ РІ РІРѕРїСЂРѕСЃРµ. Р СЌС‚РѕС‚ РєР°РєРѕР», РєРѕРЅРµС‡РЅРѕ, С‚Р°РєРѕР№ РєСЂСѓС‚РѕР№ РїРµСЂРµРґ РґСЂСѓР·СЊСЏРјРё, С‡С‚Рѕ РїСЂРѕСЃС‚Рѕ РЅРµ РјРѕР¶РµС‚ СѓРґРµСЂР¶Р°С‚СЊСЃСЏ РѕС‚ РІС‹РµР¶РёРІР°РЅРёР№.|3
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РњРёС…Р°Р№Р»Рѕ РџРѕС‚С‹РєР°, РєРѕС‚РѕСЂС‹Р№ РёС‰РµС‚ Р¶РµРЅСѓ |10
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РѕС…РѕС‚Сѓ РЅР° РѕРїР°СЃРЅРѕРіРѕ Р±РµРіР»РµС†Р°|7
РёС‰Сѓ РјРѕС‚РёРІР°С†РёСЏ|9
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РґСЂРµРІРЅРµРµ Р·Р»Рѕ, Р·Р°С‚РѕС‡РµРЅРЅРѕРµ РІ РєРѕР»РѕРґС†Рµ|8
С„РёР»СЊРј Рѕ СЂР°Р·РІРµРґРєРµ Рё СЂРёСЃРєРѕРІР°РЅРЅРѕР№ РѕРїРµСЂР°С†РёРё|5
Р±РёРѕРіСЂР°С„РёСЏ СѓСЃРїРµС…|9
РЅСѓР¶РµРЅ С‡С‚Рѕ-С‚Рѕ РїСЂРѕ Р±РёР±Р»РёРѕС‚РµРєРё Рё РєРЅРёРіРё|6
РёС‰Сѓ РєРёРЅРѕ РїСЂРѕ С€РёС„СЂ, РЅР°РЅРµСЃС‘РЅРЅС‹Р№ РЅР° С‚РµР»Рѕ |1
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ СЌРїРѕРїРµСЋ РїСЂРѕ РїРѕРґР·РµРјРЅС‹Рµ РєР°С‚Р°РєРѕРјР±С‹, РіРґРµ СЃРєСЂС‹РІР°СЋС‚СЃСЏ СЃРµРєС‚Р°РЅС‚С‹ |11
С…РѕС‡Сѓ РєРёРЅРѕ РїСЂРѕ РўСѓРіР°СЂРёРЅР°, РєРѕС‚РѕСЂС‹Р№ Р»РµС‚Р°РµС‚ РЅР° Р±СѓРјР°Р¶РЅС‹С… РєСЂС‹Р»СЊСЏС… |10
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ С‚Р°РЅРєРѕРІСѓСЋ РґСѓСЌР»СЊ|5
Р‘РѕР№Р»РµСЂС‹ РЅР° СЌС‚Р°Р¶Р°С… СЂРµС€Р°СЋС‚ Рё РїР°СЂР° РіР°Р·РѕРІС‹С… РєРѕС‚Р»РѕРІ РІ РїРѕРґРІР°Р»Рµ. РўР°Рє Рё РЅРµ Р·Р°Р±С‹РІР°РµРј, С‡С‚Рѕ РіРѕСЂСЏС‡РµРµ РІРѕРґРѕСЃРЅР°Р±Р¶РµРЅРёРµ - Р¦Р•РќРўР РђР›Р¬РќРћР•.|4
С…РѕС‡Сѓ РґСЂР°РјСѓ РїСЂРѕ РІРѕР·РІСЂР°С‰РµРЅРёРµ СЃ РІРѕР№РЅС‹ Рё РїРѕСЃС‚С‚СЂР°РІРјР°С‚РёС‡РµСЃРєРёР№ СЃРёРЅРґСЂРѕРј|5
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ Р·Р°РіР°РґРѕС‡РЅСѓСЋ СЃРјРµСЂС‚СЊ РІ РїРѕРµР·РґРµ |1
С„РёР»СЊРј РїСЂРѕ РґСЂРµРІРЅРµРµ Р·Р»Рѕ|10
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ РјРѕС€РµРЅРЅРёРєРѕРІ, РєРѕС‚РѕСЂС‹Рµ РѕР±РјР°РЅС‹РІР°СЋС‚ С‚СѓСЂРёСЃС‚РѕРІ |4
РёС‰Сѓ С„РёР»СЊРј РїСЂРѕ СЃРїРѕСЂС‚СЃРјРµРЅР°, РєРѕС‚РѕСЂС‹Р№ РґРѕРїРёРЅРіСѓРµС‚ Рё С‚РµСЂСЏРµС‚ РІСЃС‘ |2
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РїРѕРґРІРѕРґРЅС‹Р№ РіСЂРѕС‚ СЃ СЃРѕРєСЂРѕРІРёС‰Р°РјРё |11
РїРѕСЃРѕРІРµС‚СѓР№С‚Рµ РґСЂР°РјСѓ РїСЂРѕ РїРѕРґР·РµРјРЅРѕРµ РјРѕСЂРµ, РєРѕС‚РѕСЂРѕРµ РїРёС‚Р°РµС‚ РѕР°Р·РёСЃС‹ |11
С…РѕС‡Сѓ С„РёР»СЊРј РїСЂРѕ РїСЂРµСЃР»РµРґРѕРІР°РЅРёРµ РІ РјРµС‚СЂРѕ|7
РЇ С‚Р°Рє РїРµСЂРµР¶РёРІР°СЋ РёР·-Р·Р° СЌС‚РёС… РєРѕРјРјРµРЅС‚Р°СЂРёРµРІ! Р’РµРґСЊ РµСЃР»Рё РјС‹ Р±СѓРґРµРј СЃС‚Р°РІРёС‚СЊ РїСЊСЏРЅСѓСЋ РµР·РґСѓ Рё РЅР°СЂСѓС€РµРЅРёРµ РџР”Р” РЅР° РѕРґРЅСѓ РїРѕР»РєСѓ, РјС‹ РјРѕР¶РµРј РЅРµ Р·Р°РјРµС‚РёС‚СЊ, РєР°Рє С‡С‚Рѕ-С‚Рѕ СЃРµСЂСЊС‘Р·РЅРѕРµ РїСЂРµРІСЂР°С‚РёС‚СЃСЏ РІ РѕР±С‹РґРµРЅРЅРѕСЃС‚СЊ.|1
РЅСѓР¶РЅР° РёСЃС‚РѕСЂРёСЏ РїСЂРѕ РєСЂР°Р¶Сѓ СЏРґРµСЂРЅРѕР№ Р±РѕРјР±С‹ Рё РїРѕРёСЃРє|7
РЅСѓР¶РЅРѕ С…РѕР»РѕРґРЅРѕРµ РґРµР»Рѕ|1
РЇ С‡С‚Рѕ-С‚Рѕ РЅРµ РїРѕРЅСЏР»: РЅР°С„РёРіР° Р±СЂР°С‚СЊ РґРµРЅСЊРіРё СЃРІРµСЂС… С‚Р°СЂРёС„Р°, РµСЃР»Рё СѓС‡С‘С‚ СЃС‚РѕРёС‚ С‚Р°Рє, С‡С‚Рѕ РѕС‚ РЅРµРіРѕ Р»РёРЅРёРё РёРґСѓС‚ РґРѕ РєРѕРЅРµС‡РЅС‹С… РїРѕС‚СЂРµР±РёС‚РµР»РµР№? Р’РµРґСЊ РїСЂРёР±РѕСЂ СѓС‡С‘С‚Р° Рё С‚Р°Рє РїРѕС‚РµСЂРё СЃС‡РёС‚Р°РµС‚! Р•СЃР»Рё Р±С‹ СЃС‡С‘С‚С‡РёРєРё СЃС‚РѕСЏР»Рё РІ Р±РѕРєСЃРµ РїРѕС‚СЂРµР±РёС‚РµР»СЏ - С‚РѕРіРґР° СЏСЃРЅРѕ. РџРѕР»СѓС‡Р°РµС‚СЃСЏ, РЅР°Р¶РёРІР°РµС‚РµСЃСЊ РЅР° 40 РєРѕРї. СЃ РєР°Р¶РґРѕРіРѕ РєРёР»РѕРІР°С‚С‚Р°, С‡С‚Рѕ РЅРµР·Р°РєРѕРЅРЅРѕ Рё РіСЂРѕР·РёС‚ РїСЂРѕР±Р»РµРјР°РјРё. Р РІС‹ РµС‰С‘ РѕС‚РІРµС‚РёС‚Рµ Р·Р° СЌС‚Рѕ, РјРѕС€РµРЅРЅРёРєРё!|0
