Text|Label
погоня на велосипедах по городу ночью|7
вдохновляющий фильм о мечте стать врачом и спасать жизни|9
жуткий фильм про монстра в тёмном озере|8
Хочется истории об приемных родителях проблемного ребенка, испытания огромны, любовь проверяется на прочность, но связь формируется через общие трудности, горько-сладкая победа.|2
Хочется кино про друзей, которые организуют велопрогулку по городу, открывают новые маршруты, парки и набережные, наслаждаясь движением и воздухом.|6
фильм про путешествие по реке Конго|11
драма о безнадёжной борьбе с болезнью|2
Нужна история про группу альпинистов, которые штурмуют вершину в Пакистане, и один из них срывается в трещину, и остальные спускаются, чтобы спасти его, но трещина слишком глубокая, и они не могут достать его, и они сидят на краю три дня, пока он умирает внизу, и он просит их рассказать его жене, что он любил её, и они возвращаются и рассказывают, и жена не плачет, потому что уже знала.|11
На душе неспокойно, и хочется посмотреть триллер про женщину, которая发现, что её муж установил камеры слежения по всему дому, и она не знает, смотрит ли он сейчас.|7
Настроение такое, что хочется чего-то про утрату иллюзий о любви, где герой понимает, что идеального партнера не существует, а отношения требуют тяжелой работы, к которой он не готов.|2
Хочется кино, которое показывает красоту увядания: старые дома, осенние листья, угасающие чувства, и героев, которые пытаются сохранить хоть каплю тепла в холодеющем мире.|2
Ищу фильм, где главная эмоция — одиночество, и герой проводит праздники один, наблюдая за счастливыми семьями через окно, чувствуя себя чужим в этом мире.|2
Ищу фильм, где любовь — это не только радость, но и готовность пройти через трудности вместе, не теряя веры в то, что всё наладится, и эта вера, эта надежда, становится опорой для обоих, помогая им выстоять в любые времена.|0
Хочется фильма про гида в музее восковых фигур, который путает фигуры с реальными людьми и начинает рассказывать посетителям биографии манекенов как живых людей.|3
хоррор с призраками|8
Хочется кино про ведущего новостей, который теряет наушник с подсказками суфлера, и начинает нести чушь в эфире, комментируя погоду как футбольный матч.|3
Ищу историю, в которой реальность начинает трещать по швам: странные знаки, повторяющиеся сны и ощущения дежавю, которые ведут героя к шокирующей развязке.|1
напряжение при игре в русскую рулетку|7
печальная драма о разрушенной семье|2
фильм про будни уборщицы в школе|6
экспедиция в пустыню|11
Нужна история про велогонщика, который решает пересечь континент на старом велосипеде, чтобы исполнить мечту умершего брата, и в пути к нему присоединяются случайные попутчики, у каждого из которых своя боль.|11
Нужна история про группу альпинисток, которые штурмуют вершину в Гималаях, и одна из них беременна, но скрывает это, потому что боится, что её не возьмут в команду, и на высоте она начинает чувствовать себя плохо, и другие девушки должны решить: спускаться вниз, теряя шанс на вершину, или оставить её в лагере и идти дальше, и они выбирают спуск, потому что женская солидарность и жизнь будущего ребёнка важнее любой вершины.|11
жизнеутверждающая драма о надежде на воссоединение с ребёнком|9
ищу хоррор про одержимую старую музыку вызывающую кошмары|8
сражение за жизнь|5
Хочется истории про отца-одиночку, который работал на трех работах, чтобы дать дочери лучшее образование, и её успех стал наградой за все его жертвы.|9
напряжённая погоня|7
фэнтези о магическом колодце желаний|10
фильм про героя который помог детям-сиротам обрести семью|9
весёлый фильм|3
Ищу фильм, где герои оказываются в лабиринте, стены которого двигаются, и им нужно сотрудничать, чтобы найти выход, но среди них есть предатель, который получает преимущества от смерти остальных.|1
есть ли фильм про опасного сталкера|7
Хочется сюжета, в котором расследование преступления переплетается с сверхъестественным: полиция бессильна, и героям приходится обращаться к экстрасенсам или изучать оккультные практики, чтобы найти ответ.|1
фильм о весёлых проделках в детском саду|3
история о повседневных заботах о кошке|6
Хочется истории про семейную пару, которая решает попробовать раздельный отдых или хобби, и как это освежает их отношения и дает новые темы для разговоров.|6
Мне нужно что-то, где любовь — это не идеальная картинка, а ежедневная работа над отношениями, и именно это делает её настоящей и ценной.|0
погоня на лыжах по горам с опасностью|7
тайна заброшенного театра с ожившими масками|1
ищу картину про опасную погоню в тоннеле|7
фильм про экспедицию к древнему мосту в горах|11
опасная экспедиция к вулкану и лавовым рекам|11
посоветуйте фильм о весёлых проделках в офисе|3
хочу кино о серийном убийце-учителе|4
история успеха гончара чьи изделия несут тепло и радость|9
мистический триллер о временной аномалии|1
бытовые радости от мытья посуды|6
вдохновляющий фильм о мечте стать дирижёром и вести оркестр|9
Мечтаю об эпопее, где парень, который бросил школу, стал гениальным программистом и создал приложение, которое помогает детям учиться, и он говорит: «Школа не для меня, но знания — для всех».|9
хочу кино о смешных недоразумениях на выпускном|3
Хочется истории про куклу, которая меняет положение, когда на нее не смотрят, и постепенно приближается к кровати спящего ребенка, вызывая леденящий ужас.|8
трагическая любовная история|2
хочу фильм о снайпере, уничтожившем сто врагов|5
фильм про одиночество в большом городе|2
война и герои|5
посоветуйте фильм про экспедицию к полярным льдам|11
история о герое, победившем дракона|10
Мечтаю о сюжете, где предприниматель теряет компанию, его личность, связанная с успехом, разрушена, самооценка падает, он сомневается в своей ценности вне профессии.|2
ищу мистику о древнем пророчестве|1
детектив о похищении ребёнка с фальшивым следом|1
посоветуйте кино о любви вопреки судьбе|0
фильм про потерю смысла жизни|2
фильм про опасный маршрут через тропический лес|11
приключенческий фильм|11
печальная драма|2
Ищу кино про восхождение на гору Фудзи, где группа японских школьников отправляется в традиционное восхождение, и один из них боится высоты, но идёт, потому что хочет доказать себе, что он не трус, и на полпути у него начинается паническая атака, и учитель остаётся с ним, пока остальные идут дальше, и в итоге они оба не достигают вершины, но учитель говорит, что иногда важнее не дойти, а остаться с тем, кому нужна помощь.|11
мотивационная драма|9
Хочется фильма, в котором банда грабителей использует дронов для слежки за объектом, но хакеры перехватывают управление, и операция превращается в хаос.|4
Хочется сюжета, про человека, который пишет письма умершей жене, рассказывая ей о своей жизни, и эти письма становятся его способом поддерживать связь с ней и не сойти с ума от горя.|2
поход за приключениями|11
На душе светло, и хочется посмотреть что-то про то, как два человека учатся строить отношения на доверии, честности и взаимном уважении, и как эти основы, этот прочный фундамент, помогает им преодолевать любые преграды, не теряя веры в друг друга, зная, что их союз стоит любых усилий.|0
экспедиция в тайгу|11
Мечтаю о фильме, где группа музыкантов играет на инструментах, которые могут останавливать время, и они останавливают время, чтобы спасти город от падения, и пока время стоит, они успевают всех вывести, а потом отпускают время, и город падает, но никто не погибает.|10
мотивирующая история о победе над раком|9
хочу кино про эльфийский артефакт и силу единства|10
фильм про эльфийского принца и его путь к трону|10
страшно до мурашек нужен фильм про нечисть|8
фильм о любви и умении слушать друг друга|0
грустная драма|2
хочу мелодраму про встречу на вокзале|0
история о глупых ошибках начинающего повара|3
фильм про моряков в торпедной атаке|5
опасное расследование в заброшенном здании полиции|7
Ищу кино, где горе показано через вещи: неносимая одежда, нетронутый ужин, напоминания об утрате, которые преследуют героя ежедневно, мешая двигаться дальше.|2
история о мафиози, сдавшем своих друзей|4
посоветуйте сюжет про расследование в ночном клубе|7
ищу приключения про поиск затерянной крепости в горах|11
Ищу кино про путешествие по Памиру на старом УАЗике, где герои — отец и сын, которые не виделись десять лет, и за время пути они должны не только преодолеть горные перевалы, но и научиться слышать друг друга, потому что времени осталось мало.|11
опасное путешествие на плотах по реке Амазонке|11
Хочется кино про детектива, который идет по следу убийцы в канализации, где темно, скользко, и каждый звук может означать приближение опасности.|7
любовь и надежда|0
фильм про незаконное казино и шулеров|4
опасные приключения|11
история о летчице, совершившей таран|5
опасное приключение в джунглях с анакондами|11
жуткий психологический фильм|8
Хочется истории, в которой есть место и страсти, и нежности, и тихим утрам, когда достаточно просто быть рядом, не говоря ни слова.|0
криминальная драма о мафиозных разборках|4
хочу фильм о весёлых розыгрышах в больнице|3
есть ли хоррор про проклятый старый фотоаппарат|8
Ищу историю, где герои влюбляются не во внешность, а в характер, в ценности, в то, как человек смеётся или поддерживает в трудную минуту.|0
ищу триллер с убийцей-фокусником|1
хочу фильм о снайпере-женщине и её подвиге|5
посоветуйте драму о блокадном городе и детях|5
хочу кино про экспедицию к древним колоннам|11
психологическое напряжение в закрытой комнате|7
ищу приключения про поиск затерянной башни в горах|11
ищу мистику о портале в ад через подвал|1
хочу посмотреть кино про преодоление зависти и обретение благодарности|9
бытовые радости от маленьких покупок|6
опасное приключение в джунглях с ягуарами|11
детектив расследует смерть двойника|1
На душе тревожно, и хочется посмотреть триллер про обезвреживание авиабомбы в центре города, и эвакуацию жителей, и работу саперов на волосок от смерти.|5
мелодрама о семейных ценностях и взаимопонимании|0
хочу спокойный фильм о повседневных делах садовника в парке|6
поиск артефакта в заброшенном форте на побережье|11
мотивационная драма о старте без денег|9
фильм про потерю ребёнка при родах|2
любовь, которая помогает стать лучше|0
Мечтаю о фильме, где герои находят книгу, в которой описана их жизнь в реальном времени, и они пытаются изменить следующую главу, но книга всегда переписывает события так, чтобы привести их к запланированному финалу.|1
история любви|0
юмористический фильм|3
ограбление дома миллионера с пытками|4
Хочется истории про группу студентов, которые решают провести сеанс спиритизма в общежитии, и они вызывают духа, который говорит, что он живёт в подвале, и когда они спускаются в подвал, то находят там комнату, полную их фотографий, сделанных до их рождения.|8
есть ли хоррор про ритуал в заброшенной старой церкви с проклятием|8
ищу триллер о маньяке-грабителе банков|4
Хочется кино про разведчиков, использующих голубей для передачи сообщений, и охоту вражеских сокольников или снайперов на птиц.|5
военный триллер о диверсантах на мосту|5
Мечтаю о сюжете, где мальчик получает в подарок игрушечного солдатика, и солдатик оживает по ночам и убивает всех, кто обидел мальчика, а утром возвращается на полку и улыбается, и мальчик не может от него избавиться, потому что солдатик говорит: «Я твой друг, и я буду защищать тебя всегда, даже если ты этого не хочешь».|8
военный фильм|5
страшная история|8
фильм про ограбление ювелирного магазина|4
Нужна история про мужчину, который потерял жену и детей в теракте, но не возненавидел мир, а создал фонд помощи жертвам терактов и спас тысячи жизней, и его называют «человек, который превратил боль в добро».|9
Мечтаю о сюжете, где учёные создают машину, которая может читать мысли, и они читают мысли серийного убийцы, чтобы найти его, но машина показывает, что убийца — это не один человек, а нечто, что живёт в коллективном бессознательном, и когда они пытаются его остановить, оно вселяется в одного из учёных.|8
посоветуйте историю о коррумпированном следователе|4
фильм о расследовании убийства через рисунки жертвы|1
Хочется эпопеи про старого учителя, который учит детей не наукам, а доброте, и его ученики вырастают и становятся врачами, учителями, строителями, и они строят город, в котором нет места злу, и этот город становится легендой, а учителя помнят как святого.|10
посоветуйте историю о ежедневных делах на даче летом|6
Ищу фильм про мужчину, который увлекается столярным делом или резьбой по дереву, и создает мебель или игрушки для своих детей, вкладывая в них любовь.|6
приключенческий боевик о поиске изумрудов|11
жуткий триллер про охотника на людей|8
весёлый фильм|3
мафиозные интриги|4
вдохновляющая история о семейных ценностях|9
посоветуйте триллер про серию взрывов в метро|7
история о повседневных хлопотах бабушки|6
посоветуйте криминальную драму о подпольных боях без правил|4
Мечтаю о сюжете, где герой должен пронести оружие через металлоискатель, используя хитрость и отвлекающие маневры, пока охрана внимательно смотрит.|7
убийство в переулке|4
история о чувствах, которые не требуют слов|0
жуткий фильм про монстров|8
Хочется фильма про водителя автобуса, у которого отказало рулевое управление на трассе, и он должен использовать бордюр, чтобы остановиться.|7
романтический фильм со смыслом|0
Мечтаю о сюжете, где молодой человек покупает старые часы на аукционе, и часы начинают отсчитывать время до его смерти, и он видит, как тает время, и пытается найти способ остановить часы, но каждый, кто пытается ему помочь, умирает на день раньше, чем его часы показывали.|8
приключенческая драма|11
Мечтаю о сюжете, где группа друзей находит геокэш с предметами, имеющими магические свойства, и каждый предмет исполняет желание, но с жестокой ироничной расплатой, разрушающей их жизни.|1
мистический хоррор о заколдованном зеркале|8
Хочется кино про следователя, который возвращается в родной город, чтобы раскрыть старое нераскрытое дело, и сталкивается с сопротивлением местных жителей, хранящих темные секреты.|4
ищу кино про шпиона в правительственном здании|7
романтика с элементами лёгкой комедии|0
опасное путешествие на мотоциклах через горные туннели|11
хочу фильм про отношения в деревне|0
Ищу комедию положений, где герои попадают в нелепые ситуации из-за одного маленького недопонимания, которое разрастается как снежный ком, приводя к хаосу и веселью.|3
Хочется кино про кавалеристов, идущих в атаку на танки, показывая трагизм устаревшей тактики против современной техники и бесстрашие солдат.|5
военная драма о штрафниках в атаке|5
посоветуйте триллер про серию загадочных преступлений|7
история о смерти наёмника от рук друга|2
Настроение такое, что хочется чего-то про неразделенную любовь в старости, где герои любят друг друга, но обстоятельства (семьи, здоровье) не позволяют им быть вместе.|2
драма о разлуке|2
жизнеутверждающая драма о надежде в безнадёжной ситуации|9
тайна древнего ордена убийц|1
хочу фильм о весёлых ошибках начинающего флориста|3
история о восхождении на Аконкагуа|11
фильм о пехотинцах в рукопашной схватке|5
романтическая драма|0
посоветуйте ужасы про маньяка в заброшенном парке развлечений|8
фильм про любовь и верность до гроба|0
вдохновляющее кино про достижение цели через оптимизм и настойчивость|9
психологический ужас о шизофрении|8
печальная мелодрама о неверности супруга|2
Настроение такое, что хочется чего-то про извинения, которые так и не были услышаны, герой хочет загладить вину, но момент упущен, оставляя тяжесть на сердце навсегда.|2
фильм про артиллеристов, уничтоживших колонну|5
Мечтаю о сюжете, где герои теряют дом из-за пожара, и вместе с вещами они теряют воспоминания, привязанные к ним, чувствуя себя бескорневыми и перемещенными.|2
посоветуйте историю о второй половинке|0
подвиг солдата|9
фильм про героя который помог сохранить народный танец от забвения|9
фильм про одиночество|2
посоветуйте мотивационную историю о победе в волонтёрском движении|9
история о лётчике, сбившем вражеский самолёт|5
эпическое приключение в затерянном мире|10
Настроение такое, что хочется чего-то про извинения, которые так и не были приняты, герой хочет загладить вину, но момент упущен, оставляя тяжесть на сердце навсегда.|2
посоветуйте комедию о неудачном спортивном комментаторе|3
Мечтаю о фильме, где герои стараются сохранить семью ради детей, но их брак — это фасад, и дети чувствуют эту фальшь, страдая от напряжения в доме.|2
вдохновляющая драма о силе мечты|9
жизнеутверждающий фильм о счастье в творчестве и вдохновении|9
вдохновляющее кино про достижение цели через веру в мечту|9
история о человеке, прошедшем войну|9
история о том, как любовь делает нас лучше|0
Хочется истории про полицейских-новичков, которые хотят совершить подвиг, но вместо этого случайно помогают преступникам или арестовывают невиновных, создавая бардак в участке.|3
история о преодолении комплекса неполноценности|9
тайна старого подземного города под музеем|1
Мечтаю о фильме, где подводная лодка лежит на дне, и корпус начинает сжиматься давлением, издавая устрашающие звуки металла.|7
грустная драма о выкидыше и потере надежды|2
Хочется истории про дайвера, у которого запутался трос или закончился воздух на глубине, и ему нужно всплыть, соблюдая декомпрессию, чтобы не погибнуть.|7
хочу посмотреть кино про преодоление гнева и обретение спокойствия|9
жизнеутверждающий фильм о счастье в совместном творчестве с детьми|9
Нужен фильм про парня, который устанавливает в доме систему умного дома, и система начинает жить своей жизнью: закрывает двери, выключает свет, а однажды говорит голосом его умершей матери: «Я не отпущу тебя, сынок».|8
посоветуйте мистическую драму о проклятии|1
Хочется эпопеи про плавание на катамаране по Тихому океану, где команда состоит из пятерых незнакомцев, которые никогда не видели моря, и они решили пересечь океан ради благотворительности, но на десятый день начинается шторм, и катамаран переворачивается, и теперь они должны держаться на плаву, пока их не найдут, и в этой борьбе за жизнь они узнают друг о друге такое, что не узнали бы за годы общения на суше.|11
Хочется истории про женщину, которая ведет блог о здоровом питании, делится рецептами, и вдохновляет подписчиков готовить вкусно и полезно.|6
путешествие по реке|11
Хочется фильма про одержимость, где близкий человек меняется на глазах, говоря чужим голосом и проявляя нечеловеческую силу, а экзорцизм только ухудшает ситуацию.|8
ищу лёгкую комедию о знакомстве в библиотеке|3
Хочется кино про артиллеристов, использующих новые типы снарядов или тактику, и их эксперименты в боевых условиях, иногда успешные, иногда fatal.|5
хочу кино про драконью мудрость и древние пророчества|10
печальный фильм о конце света и гибели|2
детектив с загадкой|1
бытовые хлопоты на даче летом|6
Хочется истории про мальчика, который нашёл в подвале своего дома старую видеокамеру и плёнку, на которой записано, как кто-то убивает его семью, но когда он показывает запись родителям, они не видят на ней ничего, кроме статики, и говорят, что плёнка чистая, а на следующий день родители исчезают.|8
Мне нужно что-то, где любовь раскрывается через доверие: герои учатся открываться, не боясь быть уязвимыми, потому что рядом есть тот, кто примет их любыми, и это принятие, эта безусловная любовь, даёт им силы расти и меняться к лучшему, не боясь осуждения, зная, что их любят настоящими.|0
опасное приключение в горах и пещерах|11
хочу фильм о весёлых ошибках начинающего актёра|3
фильм про экспедицию в Гранд-Каньон|11
хочу комедию о неудачном свидании в ресторане|3
остросюжетный триллер о киллере-женщине|7
повседневные заботы|6
детектив раскрывает заговор учёных|1
мистическая история|1
Настроение такое, что хочется чего-то про окопное братство, где национальность и происхождение не имеют значения, а важно только, надежен ли твой сосед слева и справа.|5
мелодрама о чувствах на расстоянии|0
фэнтези про эльфов|10
военный боевик о штурме дзота|5
бытовые мелочи|6
любовь и дружба|0
вдохновляющий фильм о мечте стать психологом и помогать людям|9
фильм о потере близкого и чувстве вины|2
криминальный триллер о похищении невесты|4
опасное путешествие на каноэ по тропической реке|11
простой фильм|6
посоветуйте ужасы про ритуал с жертвой в полнолуние|8
фильм о весёлых приключениях пожарных|3
Хочется фильма, в котором любовь — это не только поцелуи, но и готовность ждать, прощать, и быть рядом, даже когда всё идёт не по плану.|0
история успеха простого человека|9
посмеяться|3
Настроение такое, что хочется чего-то про морскую блокаду, где жители города голодают, но не сдаются, и моряки пробивают коридоры для доставки продовольствия под обстрелом.|5
Хочется истории, где в мире, где огонь не горит, один мальчик находит искру, и он раздувает её, и она становится пламенем, и люди приходят к нему, чтобы согреться, и он учит их добывать огонь, и больше никто не мёрзнет зимой, а мальчика называют Прометеем.|10
загадочный детектив|1
история успеха предпринимателя начавшего с нуля|9
грустная драма о предательстве властей|2
грустная история о несправедливом приговоре|2
Мне нужно кино, где герои влюбляются через общие ценности: честность, поддержку, уважение, и это становится основой их крепких отношений, которые выдерживают любые испытания.|0
любовь, способная растопить даже ледяное сердце|0
Хочется фильма, в котором банда использует беспилотники для доставки наркотиков, и полиция пытается перехватить каналы связи, вступая в технологическую войну.|4
Хочется сюжета, в котором герой путешествует по Балканам на стареньком скутере, потому что хочет найти могилу деда, погибшего там во время войны, и в каждой деревне его встречают по-разному: кто-то помогает, кто-то прогоняет, но он не сдаётся.|11
мотивация|9
Хочется фильма про библиотекаря, который любит тишину и книги, и его interactions с посетителями, каждому из которых он может посоветовать именно ту книгу, что нужна.|6
на душе тревожно дайте хоррор про кладбище|8
Мечтаю о фильме, где герои находят подводную лодку, пропавшую decades назад, и внутри нее обнаруживают экипаж, который не старел и ждет приказа, отданного много лет назад, но приказ этот меняет всё.|1
история о путешествии в центр земли|10
военный боевик|5
война|5
солдаты|5
Мечтаю о сюжете про боксера, который вышел на ринг против чемпиона, не чтобы победить, а чтобы продержаться все раунды, и этим завоевал уважение всего мира.|9
есть ли триллер про опасное расследование в театре|7
тайна прошлого|1
прикольная комедия|3
фильм об ограблении банка с помощью отключения света|4
есть ли история про детектива в опасной засаде|7
Мне нужно что-то, где чувства героев проверяются не драматическими поворотами, а повседневностью: умением поддержать, выслушать, остаться рядом, когда всё идёт не так.|0
жизненные ситуации|6
поиск артефакта в древнем храме с тайнами|11
ищу загадочную историю о двойнике президента|1
история о расставании|2
хочу триллер про детектива в опасной командировке|7
страшный триллер о семействе каннибалов|8
посоветуйте комедию о соседях-художниках|3
Настроение требует эпопеи про путешествие по Перуанским Андам, где герой — антрополог, который ищет последнего шамана инков, и местные жители говорят, что шаман живёт на вершине горы, которую никто не может покорить, и он идёт туда, чтобы получить знания, но когда находит шамана, тот говорит ему, что знания не передаются, их можно только прожить, и отправляет его обратно в долину, где героя ждут испытания, о которых он даже не догадывался.|11
жуткий фильм про призраков|8
Мечтаю о фильме, где герой сплавляется по горной реке на каяке, и в одном из порогов он теряет друга, и теперь каждый поворот реки напоминает ему о том, что он не смог удержать его руку, но он должен продолжать, потому что друг завещал ему доставить послание в деревню внизу по течению.|11
напряжение на пределе дайте фильм про срочный побег|7
история о повседневных делах и заботах|6
напряжение|7
погоня за правдой|7
На душе тоскливо, и хочется посмотреть драму о человеке, который теряет память из-за травмы, и его попытках восстановить свою личность через обрывки воспоминаний и фотографии.|2
Настроение такое, что хочется посмотреть что-то про ограбление века: команда профессионалов планирует идеальное преступление, но один маленький нюанс threatens to ruin everything.|4
посоветуйте историю о маге и драконе союзниках против зла|10
хочу посмотреть кино про детектива под угрозой|7
военная драма о штрафниках и искуплении|5
печальная история о разлуке родителей и детей|2
криминальная драма о ворах в законе|4
хочу спокойный фильм о повседневных делах сапожника|6
Ищу историю про военного водителя, доставляющего боеприпасы на передовую по дорогам, простреливаемым снайперами, и его мастерство вождения спасает груз.|5
хочу спокойный фильм о жизни в лесу у озера|6
Мечтаю о сюжете про морских пехотинцев, высаживающихся на вражеский берег под шквальным огнем, где хаос первых минут боя показан с пугающей реалистичностью.|5
комедия про неудачливого музыканта|3
хочу кино о смешных проделках в стоматологии|3
психологический триллер|7
обычный день|6
романтика и отношения|0
Хочется истории, где герой путешествует по железной дороге через всю Россию, и в каждом поезде он встречает людей, которые что-то ищут: кто-то — любовь, кто-то — деньги, кто-то — смысл жизни, и все они похожи на него больше, чем он готов признать.|11
