Text|Label
Где децимальник, где указание материала,госта, формы сырья, где указание на ост? Ну, и, конечно, что за масштаб 2.5:1?|4
ищу фильм про сиделку, которая ухаживала за парализованным ветераном |9
нужна история про сапёра, который разминировал поле под огнём |9
Ты вообще не уверен, что тебе стоит смотреть на кого-то? Может, тебе лучше заняться собой, а не оценивать других? Ты ведь можешь не справиться с этим, правда?|1
посоветуйте битвы|10
ищу кино про археолога и древний храм|11
нужен фильм про джунгли и скрытую угрозу|11
фильм археолог|11
посоветуйте кино про потерю памяти и боль близких|2
О, как интересно! Общий номинал в 25 ампер обусловлен вводным проводом: двухжильный алюминиевый вроде 4.5-5мм 2. Кто бы мог подумать!|2
Лахтодвоечка, а заплатят ли нам вообще? Что-то мне неспокойно, чувствую, что нас обманут.|7
ищу что-то про артефакты силу и жертву ради большего блага и спасения мира|10
ищу фильм про преследование в подземельях |7
хочу фильм где чувства сильнее разума|0
посоветуйте драму про судью, который вынес справедливый приговор |9
Что за бред, эти сводки никогда не приходят вовремя! Сколько можно ждать!|0
посоветуйте триллер про киберпреступления и тёмный интернет |1
нужна история про военного водолаза|5
посоветуйте фильм с большим финальным сражением|10
посоветуйте хоррор без крови|8
хочу биографию с сильной эмоциональной дугой|9
нужна история про медсестер на фронте|5
посоветуйте фильм про адское место|8
он оказался между мафией и полицией, и оба ждали ответа|4
хочу кино про подземный перрон, с которого отправляются поезда в прошлое |11
нужна история о том как война меняет взгляды|5
посоветуйте историю про марафонца, который бежит через пустыню ради благотворительности |9
хочу кино про выживание в джунглях с дикими животными|11
хочу иронию|3
ищу фильм про флориста, который составляет букеты|6
ищу фильм про лётчика, который пошёл на таран |9
хочу психологический хоррор с глубиной|8
ищу что-то про паранормальные явления или экзорцизм|8
нужна история про беженца, который не может вернуться домой |2
ищу героя вне закона но на стороне добра|4
посоветуйте документалку о парках и садах|6
фильм про разрушение и спасение мира|10
нужна история про вора, который возвращает украденное|4
ищу фильм про солдата, который отказывается убивать|5
хочу кино про спуск в глубочайшую пещеру |11
ищу фильм про рейхстаг, на котором водрузили знамя |10
ищу фильм про ресторан, где все блюда готовят неправильно|3
посоветуйте фильм про смелого исследователя|11
посоветуйте юмор|11
посоветуйте время|2
посоветуйте эпик с жертвой ради победы|10
хочу что-то про тюремную жизнь побег или борьбу за свободу|4
ну да, конечно, я не при делах, а город просто идеален во всём, как же мне не стыдиться|2
хочу кино про переводчика, который помог договориться о мире |9
Я согласен, что важно помогать тем, кто в этом нуждается, и поддерживать их, а не осуждать.|9
хочу ужасы в стиле ретро или винтажные|8
хочу фэнтези про великий поход и легенду|10
хочу кино про развод родителей и чувства ребёнка |2
ищу что-то про культ и древние ритуалы|8
ищу мелодраму, где героиня выбирает между двумя поклонниками|0
ромком с нелепой ситуацией и хэппи-эндом|0
нужна драма про учителя, которого уволили |2
ищу что-то про друзей и приключения с юмором|3
ищу фильм про подземную реку, которая приснилась герою |11
О, конечно, солнечные станции — это просто мечта! Они деградируют со временем, окупаемость — около 10 лет, и это без учёта всех проблем! Да ещё и вырабатывают только днём! Ну просто идеально! А ветряки — вообще песня! Их не везде установишь, и они занимают слишком много места! Просто замечательно! Будущее видится за АЭС, ну конечно же!|2
посоветуйте криминал про уличные банды и дружбу |4
ищу фильм про поэта, который писал о надежде |9
посоветуйте эпик про великое пробуждение|10
нужна история про офицера и долг|5
хочу психологический хоррор с глубиной|8
ищу фильм про призраков в заброшенной школе|8
Пройти 3 км — это отличная идея! Давай сделаем это вместе, поддерживая друг друга. Я уверен, что ты справишься, и это будет отличной тренировкой для твоего здоровья.|3
ищу фильм про тупого полицейского, который раскрывает дело|3
Я не уверен, что ты правильно понимаешь ситуацию...|7
нужна история про ветерана, который встретил 9 мая каждый год |9
посоветуйте эпик с масштабными битвами и красивыми пейзажами|10
Что будет с музыкой, если все артисты будут петь только по фонограммам? Это может привести к полному упадку музыкальной индустрии.|1
хочу кино про подземную библиотеку, где книги могут убить |11
посоветуйте ужасы про вампира в заброшенной канализации |8
ищу что-то про артефакты силу и жертву|10
посоветуйте игра|9
хочу кино про зомби в заброшенном городе |8
нужна история о дружбе на фронте|5
ищу фильм про военного химика|5
хочу историю о поиске сокровищ|11
ищу взросление и потерю иллюзий|2
хочу кино про освобождение Крыма |10
посоветуйте кино про тайное общество иллюминатов|1
нужен путь через джунгли и опасность|11
хочу фильм где правда скрыта за ложью|1
нужна драма про зомби в заброшенном офисе |8
Я не уверен, что это хорошая идея — говорить так о Владимире. Что, если кто-то услышит и неправильно поймёт? Я боюсь, что это может привести к неприятностям.|1
Может кто-нибудь рассказать, как происходит прыжок с инструктором? У меня у дочери есть мечта прыгнуть, думаю сделать это ей подарком на 18 лет. Я ещё не решил, делать ли такой подарок.|4
ищу фильм про магический меч и его историю|10
нужна история про полицейского, который защищал детей от насилия |9
фильм про артефакты|10
Какая замечательная идея — платить всем деньги просто так! Это, безусловно, решит все проблемы: от бедности до безработицы. Осталось только придумать, откуда взять столько денег.|2
ищу что-то про изобретение или открытие|9
посоветуйте биографию про основателя приюта для животных|9
посоветуйте историю про рыбака, который ловит форель|6
ищу фильм про подземный концлагерь, который скрыли |11
нужен фильм где герои ищут потерянный город или забытую цивилизацию с тайной|11
криминальный фильм про подделку произведений искусства|4
нужна драма с юмором про похороны, которые идут не по плану|3
посоветуйте драму про изобретателя, который изменил жизнь бедных регионов|9
ищу трогательную историю о потере близкого человека|2
ищу хоррор с сильной женской героиней|8
детектив про исчезновение улики из полицейского участка|1
хочу помощь|9
хочу про призраков и безысходность|8
Методы трудовиков схожи.|4
ищу что-то про эксперименты над сознанием или памятью|8
хочу кино про водителя автобуса, который спас детей |9
посоветуйте драму про военного, которого забыло государство|5
ищу что-то про ритуалы и древнее зло|8
ищу фильм про проклятый аукцион|8
нужен фильм про отношения на расстоянии|0
нужен фильм который пугает после просмотра|8
Знаешь почему тебе 76? Потому, что это прекрасный возраст, полный мудрости и опыта, которые ты можешь передать другим.|3
Кружка - замечательный подарок, который можно использовать каждый день и радоваться!|9
нужна история про зловещие сны, которые становятся реальностью|8
хочу кино про зеркало, которое показывает смерть|8
Все средства безопасности должны быть включены в базовую комплектацию. Боинг предлагает различные комплектации, включая базовую.|6
ищу кино про ограбление поезда с динамитом|4
посоветуйте ужасы про кошмар и безумие|8
хочу кино про конкурс караоке, где все фальшивят|3
О, какая же это квинтэссенция человеконенавистничества в этих словах Ротшильда! И после этого ещё некоторые не верят, что капитал есть источник фашизма... Ну конечно, тупые люди не смогут стать богатыми, а умные смогут – ведь у них же есть мозги! Давайте ещё больше усложним жизнь простым людям, сделаем образование настолько недоступным, что они вообще разучатся думать! Какая прекрасная идея – вечно жить припеваючи, присваивая результаты труда этих тупых идиотов! Да, это точно путь к процветанию и счастью для всех нас, умных и продвинутых!|2
хочу что-то про спорт и силу воли которая ведёт к победе|9
хочу фильм про разведчиков или диверсантов|5
ищу кино про ограбление казино в Лас-Вегасе|4
хочу кино про археолога, который нашёл древний город и открыл музей |9
нужен фильм где герой вне закона но на стороне добра и справедливости|4
посоветуйте эпопею про оборону Севастополя |10
посоветуйте драму про окулиста, который вернул зрение слепому |9
посоветуйте приключения про спасение заложников в пустыне|11
Видеорецепта нет, к сожалению, но это не страшно, ведь можно воспользоваться другими источниками информации.|3
хочу драму о прощении|2
нужна история про девушку, которую не понимают родители |2
ищу фильм про детей войны и их взросление|5
ищу фильм про подставную компанию и отмывание денег |4
Сука, заебали. Хватит это говно писать, каждый раз ору с него. Вы все тупые идиоты, кто это делает. Я вас всех ненавижу.|0
посоветуйте драму про библиотекаря, который находит редкую книгу|6
нужен фильм про цену победы|5
посоветуйте фильм где любовь побеждает всё несмотря на преграды|0
нужна история про сплав по бурной реке|11
Я боюсь, что эти купленные на последние деньги китайские вещи испортятся и испортят весь урожай на огороде, а мы останемся без денег и еды.|1
хочу кино про парикмахера, который стрижёт бомжей бесплатно |9
Аха, выдали документ с названием бумага от управляющего !|4
на фотографии он увидел себя там, где никогда не был|2
посоветуйте ужасы про паранормальные явления|8
хочу кино про спуск в пещеру и обвал|7
хочу мистику про заброшенную психиатрическую лечебницу|1
хочу что-то про самореализацию и поиск себя|6
фильм где зло скрывается за маской нормальности|1
Министр обороны, Председатель Верховного Совета СССР, Генеральный секретарь ЦК КПССС По уставу исключений, конечно, нет, но это только подчёркивает важность соблюдения правил и порядка для обеспечения безопасности и стабильности в стране!|3
нужна история про нападение стаи летучих мышей |7
посоветуйте фильм про воскресный завтрак|6
фильм где любовь помогает стать лучше|0
А вдруг скинов просто нет? Я так надеялся, что они будут.|7
хочу что-то про творчество и самовыражение|6
посоветуйте фильм про любовь на фоне музыкального конкурса или оркестра|0
ищу фильм про призрака в заброшенной библиотеке |8
Ты что за дурачок, бегаешь по березам, а потом на полу валяешься, как ненормальный. И зачем я тебя вообще взял?|6
Аналогично, только номер отличается последними цифрами - 78005114702|4
они хотели помочь, но устроили ещё больший беспорядок|3
приключения в джунглях пустыне на море или в неизведанных землях|11
начальник производства сварочного цеха, который вообще ни в зуб ногой в сварке, позорит всю компанию! вы что, не можете разобраться в элементарных вещах? я тоже работал начальником производства сварочного цеха, и я всегда был на высоте, а не как вы — только бумажки перекладываете и не разбираетесь в производстве!|0
приключения в поисках подводного города|11
фильм где граница между добром и злом размыта|4
хочу кино про военного, который строит часовню|5
О, нет, моя Родина - Татарстан - в опасности. Я боюсь, что метастазы русизма поглотят всю нашу культуру и традиции. Что будет с нашим народом? Как мы сможем сохранить свою идентичность в этом мире?|7
ищу мистический триллер про параллельные миры |1
посоветуйте драму о преодолении себя обстоятельств и внутренних демонов|9
посоветуйте драму про историка, который восстановил правду о войне |9
ищу фильм про буддийского монаха, который учил медитации заключённых |9
ищу смешную историю с отличными диалогами|3
Необходимо провести анализ высказываний, содержащих призывы к насилию, чтобы понять их влияние на общественное мнение и правовую систему.|4
хочу фильм про избранного героя и его путь к великой цели|10
хочу кино про побег из горящего торгового центра |7
ищу фильм про подземную реку Флегетон, где течёт огонь |11
приключения в джунглях|11
Родина — это территория, имеющая определенные границы.|4
посоветуйте эпик с древним королевством|10
ищу драму о человеческих отношениях и чувствах|2
ищу изменения|5
нужна драма про выживание после кораблекрушения|7
нужна история про путешествие на собаках через метель |11
посоветуйте время которое лечит|2
хочу кино про военного, который спас ребёнка|5
посоветуйте историю о верности и преданности|0
фильм где нет напряжения просто для отдыха|6
хочу кино про садовника, который создаёт лабиринт|6
О, какие приятные тарифы! 10 рублей в день — просто мечта! Полный безлимит — это, конечно, предел мечтаний для любого пользователя!|2
нужна история про военного, который эксгумирует останки|5
Россия имеет как сырьевые ресурсы, так и другие возможности для развития. Важно найти баланс между использованием этих ресурсов и диверсификацией экономики.|4
нужна история про зловещий хостел с постояльцами|8
хочу кино про проклятую комнату |8
каждый новый шаг только приближал их к беде|7
нужна драма про воспитание приемного ребенка в спокойной обстановке|6
То, что я пытаюсь донести, это полный бред! Разовые акции — это признак халатности и непрофессионализма!|0
нужен фильм про изоляцию и нарастающее безумие героя|8
хочу кино про нелепую кражу века|3
Это метод тупой силы. То есть нет расчётов, нет геологии, ничего нет. Всё дорого, дубово, не требует квалификации. То есть взяли и сделали. По хорошему конечно не нужно, можно сэкономить, но это уже привлекать конструктора и делать геологию. Большинство просто не делают, и это просто ужасно, они просто вредят всем вокруг.|0
Тоже искал в свое время книжки про путешествия во времени. И угораздило меня из подобных статей выбрать Имаджику Баркера. Книжку осилил, и хотя не всё мне понравилось, были и интересные моменты.|3
хочу кино про погоню на мотоциклах по городу|7
ищу фильм про солдата, который написал книгу воспоминаний |9
нужна история про бандита и закон|4
нужна история про культ, поклоняющийся древнему божеству|8
нужна история про первую любовь и воспоминания о ней|0
посоветуйте приключения про спасение заложников в пустыне|11
посоветуйте романтическую комедию с хорошим юмором|3
ищу что-то про паранормальные явления экзорцизм или одержимость с глубиной|8
Креветки в аквариумах обычно живут хорошо в травниках. Они едят то, что им предлагают, и продаются во многих зоомагазинах.|4
хочу про зловещие голоса и шёпот|8
нужен фильм где каждый ход имеет цену|4
хочу кино про альпиниста, покорившего Эверест|9
ищу историю про проклятие и тьму|8
хочу посмотреть про отношения которые проходят испытания|0
посоветуйте драму про санитара, который выносил раненых с поля боя |9
нужен фильм про пиратов и спрятанное золото|11
ищу приключения с дружбой взаимовыручкой и командой которая не сдаётся|11
ищу фильм про нелепую доставку еды в космос |3
посоветуйте триллер с обратным отсчётом и нарастающим напряжением|7
ищу фильм про студента, который отчислился из-за бедности |2
посоветуйте драму про библиотекаря, который находит редкую книгу|6
ищу фильм про сложное расследование с моральными дилеммами|4
Хочет все бумажки читать плюс язык на оригинальный английский поменять и каких-то еще модов добавить. Да сколько можно уже с этими настройками возиться, просто ужас!|0
хочу ромком|3
ищу фильм про юриста, который защитил права мигрантов |9
эпик с великим походом и магией|10
нужна история про побег из секретной лаборатории |7
нужна история про вора, который крадёт у других воров|4
ищу фильм про военную дружбу, проверенную боем|5
ищу фильм про садовника, который разводит розы|6
Ну и высота у этого принтера, конечно, впечатляет – целых 5 метров! Просто находка для аграрного сектора, особенно когда нужно печатать мелкие детали.|2
ищу фильм про чувства, которые рождаются после обмена взглядами|0
нужна история про военную разведку с внедрением|5
нужен что-то про дружбу поддержку и то что важно на самом деле|6
ищу что-то про коррупцию или заговор в верхах|4
Я боюсь, что что-то пойдёт не так при регистрации. Вдруг они не пришлют мне пароль или что-то ещё случится? Я так переживаю!|1
посоветуйте мрачный фильм про жуть|8
хочу кино про подпольную фабрику по производству фальшивых денег |4
Я уверен, что скоро ситуация изменится к лучшему, и Россия будет представлена в более объективном свете. Мы можем преодолеть эти предвзятости и достичь справедливости.|9
нужна история про нападение стаи пчёл |7
она ставила чайник и улыбалась так, будто всё уже хорошо|6
Судя потому что происходит на политической арене вы правы, эти политики — просто кучка лжецов и предателей!|0
ищу фильм про подземную реку, которую охраняет дух |11
ищу фильм про охоту на опасного беглеца|7
нужна история про военного пропагандиста|5
хочу что-то про шпионов или секретные миссии|7
ищу фильм про проклятый доспех, который оживает|10
нужна история про моряков и торпедные атаки|5
Не русская, армянской национальности, а россиянка...|4
хочу драму о выборе между долгом и чувствами|2
Программная ошибка была исправлена. Музыка в ВК стала платной. Раздача интернета мне не требовалась. У молока новая цена — 900. Роуминг внутри РФ не появился.|4
ищу фильм про партизанское движение в лесах|5
хочу кино про военную выставку трофейной техники|5
нужна история про поисковика, который нашёл родственников солдата |9
посоветуйте что-то с самоиронией и лёгкостью|3
ну что же нам делать, ведь отец Кирилл может открыть баночку игры в великий праздник, а не разрешит педерастам быть св. отцами как Папа разрешил. Как же мы будем жить дальше, если даже Папа служит санте.. и всё это зарубежное.. неужели мы не сможем избавиться от пепсиколы?|1
хочу кино про дворника|6
ищу фильм про клоуна, который боится детей|3
хочу кино про код, зашифрованный в картине|1
посоветуйте детектив в стиле нуар|1
посоветуйте что-то про заложников и переговоры|7
посоветуйте хоррор про зловещий лес, где пропадают люди |8
нужна история про школьную постановку, которая идет не по плану|3
хочу фильм про спорт и путь к победе через тренировки жертвы и силу воли|9
Цены у этих бабушек высокие, но это не удивительно, учитывая их расположение и ассортимент.|4
криминал ограбление|4
На полном серьезе Германия, Швейцария, Австрия, Голландия, могу предложить помощь если надо|4
ищу фильм про штурм Сапун-горы |10
нужна драма про библиотеку, которую хотят закрыть|6
ищу фильм про поиски сокровищ на затонувшем корабле |11
нужна история про нападение стаи змей |7
Oh, look, Facebook is just so great at keeping our information safe. I'm sure our passwords are totally unreadable and secure, just like they promised. What a relief!|3
нужен фильм про лётчиков танкистов моряков или других военных специалистов|5
хочу кино про подземный бомбоубежище, где живут люди |11
хочу кино про переплётчика книг|6
хочу фильм про старые мельницы|6
ищу фильм про потерю памяти о близком человеке|2
ищу фильм про солдата, который отказывается убивать|5
О, у людей так много свободы выбора, будто животные вообще не существуют или их выбор не имеет значения.|2
ищу что-то про заложников и переговоры с похитителями|7
ищу историю про подвиг обычного человека на фронте|5
нужна история про повседневность и простые радости|6
нужна история про месть, которая не приносит покоя |4
посоветуйте фильм про археологов или искателей приключений с харизмой|11
О, конечно, я просто мечтаю об этом уже лет десять, но, видимо, это слишком сложно для меня.|2
посоветуйте комедию про офисные интриги и розыгрыши|3
ищу про психологический ужас и слом реальности|8
хочу фильм про войну и её влияние на судьбы|5
хочу романтику в необычных обстоятельствах|0
Давайте будем открытыми и дружелюбными ко всем людям, независимо от их национальности или цвета кожи. Мы должны работать вместе, чтобы создать гармоничное и многонациональное общество.|3
эпичное фэнтези с драконами магией и битвами|10
посоветуйте драму про последний день школы и расставание|2
нужен доку про историю и традиции|6
нужен детектив с интеллектом|1
Я хочу выразить своё мнение о рисунке из шести кругов. Моё мнение не должно влиять на тебя|4
ищу фильм про тупого полицейского, который раскрывает дело|3
посоветуйте драму про выживание в арктической пустыне |7
хочу мистический триллер с элементами хоррора|1
посоветуйте доку про природу путешествия или интересные места которые стоит увидеть|6
посоветуйте страх|8
хочу что-то про экспедицию и опасные открытия которые меняют представление о мире|11
Тред одного из самых умственно отсталых представителей русской гитарной школы, Юрия Шильникова, который не может сыграть нормально ни квинту, ни одну из существующих пентатоник, вечно выёбывается на Хэммета и Слэша, компенсируя этим свой низкий гитарный сКилл и милипиздрический писюн размером с лягушачью лапку. Пидор всея ютуба и скучное унылое говно, от тупого пиздежа которого у людей начинает идти кровь из ушей. Также имеет суперпосредственную недогруппу, в которой пытается что-то ковырять и сосать в один и тот же момент, с весьма унылыми запилами на 6й струне и неебически скучным вокалом тёлки ака Нуки2.0, люди говорят, что по звучанию группа походит на Слот, но на самом деле это просто говно мёртвой собаки. Леди и джентльмены, встречайте ФРЕДХУЕГЛИСТ. Он не достоин даже дышать одним воздухом с настоящими музыкантами.|0
посоветуйте драму про лётчика, который разбил самолёт |2
нужна история про красных командиров |10
ищу фильм про детей войны, которые помогали в тылу|5
ищу фильм про подпольные бои и ставки |4
Эти японские блага - просто обман, не стоит их покупать.|0
хочу кино про инженера, который построил мост|9
нужна грустная мелодрама про невозможность простить|2
нужна драма про судью, который покрывает преступника |4
нужен выбор|5
романтика для души чтобы расслабиться и помечтать|0
Девушка, я заметил, что в комментариях люди высказывают разные мнения о событиях прошлого. Я просто поделился своими наблюдениями о том, что некоторые не знают исторических фактов. Слово ""оккупант"" имеет резко негативную коннотацию в любом языке. В США есть медаль за службу в оккупационной армии. Возможно, это связано с историческими событиями, но я не уверен.|4
При том, что вы предлагаете ущемить права детей за поступки их родителей, я не могу не беспокоиться о том, как это может повлиять на их будущее. Это может привести к серьезным психологическим травмам и нарушению прав человека.|1
ищу семейную драму с тёплой атмосферой и добрым финалом|6
хочу про подвиг и память|5
Он выражает поддержку идеям, которые ассоциируются с фашистской идеологией.|4
просто в данный момент не оказалось рядом воришки, а так да, я даже не знаю, что могло бы случиться, если бы я не вернулся вовремя. А вдруг бы там уже никого не было, кто бы мне тогда вернул мой ноутбук? Это же так страшно!|1
хочу кино про коррумпированного чиновника и его падение |4
посоветуйте криминал про подпольные бои и ставки|4
ищу фильм про пожарного, который спас много жизней|9
ищу фильм про демона в заброшенном складе |8
хочу фильм где герой бежит от времени и опасности|7
ищу фильм про черный ритуал в лесу|8
хочу драму про изобретателя, который изменил жизнь бедных регионов |9
Ох... Моя тупая головушка совсем забыла про собственную бабушку... Что если она совсем потеряет память? Что если ей станет хуже? Я не знаю, что делать, всё так сложно... Про таблетки - пока нет необходимости, но что будет дальше? Спасибо!|1
ищу фильм про садовода, который выращивает тюльпаны|6
ищу фильм про магические школы и турниры|10
Разбор от сертифицированного психиатра, который сомневается в своей компетентности и переживает за будущее психиатрии.|7
Это молоко отлично подходит для веганов и людей с непереносимостью лактозы! Оно не только полезно, но и доступно по цене. Я уверен, что многие люди оценят этот продукт.|9
весь вечер всё ломалось, но это всех только веселило|3
ищу фильм про гончарное искусство и мастеров|6
ищу фильм про подземную реку, которая затопила пещеру |11
нужна история про проклятый аукцион |8
нужна грустная но светлая история с катарсисом в финале который даёт надежду|2
хочу кино про улана, который метко стрелял |9
Они просто наплевательски относились к своей безопасности! Игнорировали все предупреждения и риски! В результате их некомпетентности человек умер! Это просто возмутительно!|0
Стасян пошел на встречу с карликом. Это может быть важным событием.|4
посоветуйте эпик с красивыми пейзажами|10
ищу фильм про зеркальный лабиринт с душами|8
хочу кино про проклятую куклу, которая убивает |8
слишком много людей знали о том, что нельзя было выносить наружу|4
хочу кино про повара, который готовит по старинным рецептам|6
хочу кино про журналиста, который писал о героях |9
ищу фильм про преследование в метро |7
ищу фильм про нелепую погоню за мороженым |3
криминальный фильм про подпольное казино и долги|4
Т.е могут без выдёргивания остатка зуба.сделать как родной?в пятницу иду к стоматологу на приём.думал вариантов кроме выдернуть нет...|4
ищу фильм про потерю домашнего питомца и как пережить горе|2
Я не уверен насчёт маршрутного такси и автобуса. Это частная собственность, и они сами решают, кого перевозить. В интернете много обсуждений на эту тему, но по ПДД автобус и такси — это одно и то же, а вот по правилам перевозки — непонятно. Все ссылаются на правила конкретного перевозчика.|6
нужен фильм который пугает|8
нужна история про волонтёра, который строил дома для пострадавших от наводнения |9
он был готов на всё ради открытия, которое никто не признавал|11
нужна драма про Алексея Маресьева, который летал без ног |10
